created_at,model,source_script,source_task,input_tokens,output_tokens,cached_tokens,total_tokens,cost_usd,latency_ms,success,error_text
2026-04-20 23:57:12.673309+00,claude-haiku,normalize_listings.py,canonical_extract,3178,245,0,3423,0.004403,2517,t,""
2026-04-20 23:57:16.304842+00,claude-haiku,normalize_listings.py,canonical_extract,3183,242,0,3425,0.004393,2600,t,""
2026-04-20 23:57:20.157401+00,claude-haiku,normalize_listings.py,canonical_extract,3192,245,0,3437,0.004417,2829,t,""
2026-04-20 23:57:24.882977+00,claude-haiku,normalize_listings.py,canonical_extract,3182,243,0,3425,0.004397,3699,t,""
2026-04-20 23:57:28.454551+00,claude-haiku,normalize_listings.py,canonical_extract,3176,243,0,3419,0.004391,2542,t,""
2026-04-20 23:57:32.050645+00,claude-haiku,normalize_listings.py,canonical_extract,3178,252,0,3430,0.004438,2570,t,""
2026-04-20 23:57:35.772552+00,claude-haiku,normalize_listings.py,canonical_extract,3173,245,0,3418,0.004398,2690,t,""
2026-04-20 23:57:39.370752+00,claude-haiku,normalize_listings.py,canonical_extract,3180,248,0,3428,0.004420,2566,t,""
2026-04-20 23:57:43.016513+00,claude-haiku,normalize_listings.py,canonical_extract,3175,238,0,3413,0.004365,2616,t,""
2026-04-20 23:57:46.728352+00,claude-haiku,normalize_listings.py,canonical_extract,3186,254,0,3440,0.004456,2672,t,""
2026-04-20 23:57:50.333537+00,claude-haiku,normalize_listings.py,canonical_extract,3185,244,0,3429,0.004405,2561,t,""
2026-04-20 23:57:54.581402+00,claude-haiku,normalize_listings.py,canonical_extract,3187,243,0,3430,0.004402,3215,t,""
2026-04-20 23:57:58.156642+00,claude-haiku,normalize_listings.py,canonical_extract,3176,243,0,3419,0.004391,2542,t,""
2026-04-20 23:58:02.029936+00,claude-haiku,normalize_listings.py,canonical_extract,3181,252,0,3433,0.004441,2843,t,""
2026-04-20 23:58:05.609455+00,claude-haiku,normalize_listings.py,canonical_extract,3190,250,0,3440,0.004440,2548,t,""
2026-04-20 23:58:09.702864+00,claude-haiku,normalize_listings.py,canonical_extract,3185,241,0,3426,0.004390,3065,t,""
2026-04-20 23:58:13.304947+00,claude-haiku,normalize_listings.py,canonical_extract,3194,246,0,3440,0.004424,2570,t,""
2026-04-20 23:58:16.895744+00,claude-haiku,normalize_listings.py,canonical_extract,3176,247,0,3423,0.004411,2561,t,""
2026-04-20 23:58:21.69374+00,claude-haiku,normalize_listings.py,canonical_extract,3181,248,0,3429,0.004421,3769,t,""
2026-04-20 23:58:25.419201+00,claude-haiku,normalize_listings.py,canonical_extract,3193,243,0,3436,0.004408,2697,t,""
2026-04-20 23:58:29.16674+00,claude-haiku,normalize_listings.py,canonical_extract,3189,251,0,3440,0.004444,2720,t,""
2026-04-20 23:58:32.669939+00,claude-haiku,normalize_listings.py,canonical_extract,3178,238,0,3416,0.004368,2476,t,""
2026-04-20 23:58:36.3885+00,claude-haiku,normalize_listings.py,canonical_extract,3173,244,0,3417,0.004393,2690,t,""
2026-04-20 23:58:39.994983+00,claude-haiku,normalize_listings.py,canonical_extract,3189,249,0,3438,0.004434,2578,t,""
2026-04-20 23:58:43.850024+00,claude-haiku,normalize_listings.py,canonical_extract,3179,244,0,3423,0.004399,2791,t,""
2026-04-20 23:58:47.463974+00,claude-haiku,normalize_listings.py,canonical_extract,3183,245,0,3428,0.004408,2569,t,""
2026-04-20 23:58:51.26177+00,claude-haiku,normalize_listings.py,canonical_extract,3190,244,0,3434,0.004410,2765,t,""
2026-04-20 23:58:54.847627+00,claude-haiku,normalize_listings.py,canonical_extract,3183,249,0,3432,0.004428,2560,t,""
2026-04-20 23:58:58.331956+00,claude-haiku,normalize_listings.py,canonical_extract,3180,242,0,3422,0.004390,2456,t,""
2026-04-20 23:59:02.250606+00,claude-haiku,normalize_listings.py,canonical_extract,3197,241,0,3438,0.004402,2889,t,""
2026-04-20 23:59:05.823512+00,claude-haiku,normalize_listings.py,canonical_extract,3183,242,0,3425,0.004393,2542,t,""
2026-04-20 23:59:09.318307+00,claude-haiku,normalize_listings.py,canonical_extract,3199,246,0,3445,0.004429,2463,t,""
2026-04-20 23:59:12.902285+00,claude-haiku,normalize_listings.py,canonical_extract,3185,236,0,3421,0.004365,2551,t,""
2026-04-20 23:59:16.474514+00,claude-haiku,normalize_listings.py,canonical_extract,3161,240,0,3401,0.004361,2544,t,""
2026-04-20 23:59:20.384067+00,claude-haiku,normalize_listings.py,canonical_extract,3185,252,0,3437,0.004445,2881,t,""
2026-04-20 23:59:24.119371+00,claude-haiku,normalize_listings.py,canonical_extract,3221,248,0,3469,0.004461,2710,t,""
2026-04-20 23:59:27.796942+00,claude-haiku,normalize_listings.py,canonical_extract,3172,247,0,3419,0.004407,2646,t,""
2026-04-20 23:59:31.568307+00,claude-haiku,normalize_listings.py,canonical_extract,3205,242,0,3447,0.004415,2741,t,""
2026-04-20 23:59:35.291226+00,claude-haiku,normalize_listings.py,canonical_extract,3159,238,0,3397,0.004349,2696,t,""
2026-04-20 23:59:39.307242+00,claude-haiku,normalize_listings.py,canonical_extract,3189,246,0,3435,0.004419,2991,t,""
2026-04-20 23:59:42.913766+00,claude-haiku,normalize_listings.py,canonical_extract,3160,241,0,3401,0.004365,2571,t,""
2026-04-20 23:59:46.48259+00,claude-haiku,normalize_listings.py,canonical_extract,3204,244,0,3448,0.004424,2533,t,""
2026-04-20 23:59:50.114526+00,claude-haiku,normalize_listings.py,canonical_extract,3202,256,0,3458,0.004482,2602,t,""
2026-04-20 23:59:53.901153+00,claude-haiku,normalize_listings.py,canonical_extract,3174,237,0,3411,0.004359,2755,t,""
2026-04-20 23:59:57.713877+00,claude-haiku,normalize_listings.py,canonical_extract,3205,259,0,3464,0.004500,2770,t,""
2026-04-21 00:00:01.483726+00,claude-haiku,normalize_listings.py,canonical_extract,3193,253,0,3446,0.004458,2735,t,""
2026-04-21 00:00:05.279631+00,claude-haiku,normalize_listings.py,canonical_extract,3203,258,0,3461,0.004493,2764,t,""
2026-04-21 00:00:09.00215+00,claude-haiku,normalize_listings.py,canonical_extract,3171,248,0,3419,0.004411,2694,t,""
2026-04-21 00:00:12.991847+00,claude-haiku,normalize_listings.py,canonical_extract,3195,244,0,3439,0.004415,2959,t,""
2026-04-21 00:00:16.681731+00,claude-haiku,normalize_listings.py,canonical_extract,3218,257,0,3475,0.004503,2654,t,""
2026-04-21 00:00:20.557873+00,claude-haiku,normalize_listings.py,canonical_extract,3185,246,0,3431,0.004415,2846,t,""
2026-04-21 00:00:24.25037+00,claude-haiku,normalize_listings.py,canonical_extract,3174,233,0,3407,0.004339,2661,t,""
2026-04-21 00:00:28.064306+00,claude-haiku,normalize_listings.py,canonical_extract,3195,250,0,3445,0.004445,2786,t,""
2026-04-21 00:00:31.876592+00,claude-haiku,normalize_listings.py,canonical_extract,3193,253,0,3446,0.004458,2785,t,""
2026-04-21 00:00:35.378506+00,claude-haiku,normalize_listings.py,canonical_extract,3201,243,0,3444,0.004416,2476,t,""
2026-04-21 00:00:39.219731+00,claude-haiku,normalize_listings.py,canonical_extract,3202,239,0,3441,0.004397,2815,t,""
2026-04-21 00:00:42.913344+00,claude-haiku,normalize_listings.py,canonical_extract,3199,239,0,3438,0.004394,2665,t,""
2026-04-21 00:00:46.443747+00,claude-haiku,normalize_listings.py,canonical_extract,3194,248,0,3442,0.004434,2503,t,""
2026-04-21 00:00:50.27734+00,claude-haiku,normalize_listings.py,canonical_extract,3195,241,0,3436,0.004400,2802,t,""
2026-04-21 00:00:53.9823+00,claude-haiku,normalize_listings.py,canonical_extract,3151,246,0,3397,0.004381,2675,t,""
2026-04-21 00:00:57.55807+00,claude-haiku,normalize_listings.py,canonical_extract,3147,243,0,3390,0.004362,2546,t,""
2026-04-21 00:01:01.288912+00,claude-haiku,normalize_listings.py,canonical_extract,2900,286,0,3186,0.004330,2683,t,""
2026-04-21 00:01:05.673594+00,claude-haiku,normalize_listings.py,canonical_extract,3158,241,0,3399,0.004363,3336,t,""
2026-04-21 00:01:09.130995+00,claude-haiku,normalize_listings.py,canonical_extract,3173,239,0,3412,0.004368,2429,t,""
2026-04-21 00:01:12.707957+00,claude-haiku,normalize_listings.py,canonical_extract,3178,234,0,3412,0.004348,2537,t,""
2026-04-21 00:01:16.217123+00,claude-haiku,normalize_listings.py,canonical_extract,3172,237,0,3409,0.004357,2482,t,""
2026-04-21 00:01:19.676928+00,claude-haiku,normalize_listings.py,canonical_extract,3173,242,0,3415,0.004383,2431,t,""
2026-04-21 00:01:23.33398+00,claude-haiku,normalize_listings.py,canonical_extract,3115,251,0,3366,0.004370,2620,t,""
2026-04-21 00:01:27.206018+00,claude-haiku,normalize_listings.py,canonical_extract,3154,241,0,3395,0.004359,2837,t,""
2026-04-21 00:01:30.868036+00,claude-haiku,normalize_listings.py,canonical_extract,3168,251,0,3419,0.004423,2627,t,""
2026-04-21 00:01:34.279091+00,claude-haiku,normalize_listings.py,canonical_extract,3105,245,0,3350,0.004330,2381,t,""
2026-04-21 00:01:38.524451+00,claude-haiku,normalize_listings.py,canonical_extract,3149,234,0,3383,0.004319,3214,t,""
2026-04-21 00:01:42.177159+00,claude-haiku,normalize_listings.py,canonical_extract,3170,246,0,3416,0.004400,2622,t,""
2026-04-21 00:01:45.827373+00,claude-haiku,normalize_listings.py,canonical_extract,3172,248,0,3420,0.004412,2621,t,""
2026-04-21 00:01:49.614279+00,claude-haiku,normalize_listings.py,canonical_extract,3030,236,0,3266,0.004210,2760,t,""
2026-04-21 00:01:53.280451+00,claude-haiku,normalize_listings.py,canonical_extract,3166,259,0,3425,0.004461,2632,t,""
2026-04-21 00:01:58.469517+00,claude-haiku,normalize_listings.py,canonical_extract,3138,243,0,3381,0.004353,4164,t,""
2026-04-21 00:02:02.039758+00,claude-haiku,normalize_listings.py,canonical_extract,3077,254,0,3331,0.004347,2543,t,""
2026-04-21 00:02:05.750728+00,claude-haiku,normalize_listings.py,canonical_extract,3178,247,0,3425,0.004413,2682,t,""
2026-04-21 00:02:09.468785+00,claude-haiku,normalize_listings.py,canonical_extract,3183,249,0,3432,0.004428,2692,t,""
2026-04-21 00:02:13.009801+00,claude-haiku,normalize_listings.py,canonical_extract,3171,237,0,3408,0.004356,2512,t,""
2026-04-21 00:02:16.731742+00,claude-haiku,normalize_listings.py,canonical_extract,3197,243,0,3440,0.004412,2689,t,""
2026-04-21 00:02:20.257911+00,claude-haiku,normalize_listings.py,canonical_extract,3186,245,0,3431,0.004411,2494,t,""
2026-04-21 00:02:23.880711+00,claude-haiku,normalize_listings.py,canonical_extract,3177,246,0,3423,0.004407,2586,t,""
2026-04-21 00:02:27.597494+00,claude-haiku,normalize_listings.py,canonical_extract,3083,247,0,3330,0.004318,2687,t,""
2026-04-21 00:02:31.115095+00,claude-haiku,normalize_listings.py,canonical_extract,3209,248,0,3457,0.004449,2488,t,""
2026-04-21 00:02:34.755711+00,claude-haiku,normalize_listings.py,canonical_extract,3078,246,0,3324,0.004308,2609,t,""
2026-04-21 00:02:38.641948+00,claude-haiku,normalize_listings.py,canonical_extract,3175,245,0,3420,0.004400,2855,t,""
2026-04-21 00:02:42.66615+00,claude-haiku,normalize_listings.py,canonical_extract,3202,243,0,3445,0.004417,2992,t,""
2026-04-21 00:02:46.268287+00,claude-haiku,normalize_listings.py,canonical_extract,3183,250,0,3433,0.004433,2575,t,""
2026-04-21 00:02:49.645246+00,claude-haiku,normalize_listings.py,canonical_extract,3170,242,0,3412,0.004380,2349,t,""
2026-04-21 00:02:53.338763+00,claude-haiku,normalize_listings.py,canonical_extract,3190,252,0,3442,0.004450,2664,t,""
2026-04-21 00:02:57.05142+00,claude-haiku,normalize_listings.py,canonical_extract,3203,248,0,3451,0.004443,2683,t,""
2026-04-21 00:03:00.669534+00,claude-haiku,normalize_listings.py,canonical_extract,3065,247,0,3312,0.004300,2588,t,""
2026-04-21 00:03:04.31694+00,claude-haiku,normalize_listings.py,canonical_extract,3218,250,0,3468,0.004468,2622,t,""
2026-04-21 00:03:07.797177+00,claude-haiku,normalize_listings.py,canonical_extract,3197,248,0,3445,0.004437,2448,t,""
2026-04-21 00:03:11.634392+00,claude-haiku,normalize_listings.py,canonical_extract,3187,247,0,3434,0.004422,2812,t,""
2026-04-21 00:03:15.235989+00,claude-haiku,normalize_listings.py,canonical_extract,3173,232,0,3405,0.004333,2564,t,""
2026-04-21 00:03:18.919534+00,claude-haiku,normalize_listings.py,canonical_extract,3216,251,0,3467,0.004471,2646,t,""
2026-04-21 00:03:22.1122+00,claude-haiku,normalize_listings.py,canonical_extract,2482,250,0,2732,0.003732,2157,t,""
2026-04-21 00:03:25.658648+00,claude-haiku,normalize_listings.py,canonical_extract,3194,247,0,3441,0.004429,2516,t,""
2026-04-21 00:03:30.064209+00,claude-haiku,normalize_listings.py,canonical_extract,3198,250,0,3448,0.004448,3375,t,""
2026-04-21 00:03:33.467704+00,claude-haiku,normalize_listings.py,canonical_extract,3185,239,0,3424,0.004380,2374,t,""
2026-04-21 00:03:36.745023+00,claude-haiku,normalize_listings.py,canonical_extract,2484,250,0,2734,0.003734,2249,t,""
2026-04-21 00:03:40.310137+00,claude-haiku,normalize_listings.py,canonical_extract,3194,244,0,3438,0.004414,2538,t,""
2026-04-21 00:03:44.705368+00,claude-haiku,normalize_listings.py,canonical_extract,3184,244,0,3428,0.004404,3369,t,""
2026-04-21 00:03:48.311679+00,claude-haiku,normalize_listings.py,canonical_extract,3185,238,0,3423,0.004375,2571,t,""
2026-04-21 00:03:51.776326+00,claude-haiku,normalize_listings.py,canonical_extract,3181,242,0,3423,0.004391,2436,t,""
2026-04-21 00:03:55.418626+00,claude-haiku,normalize_listings.py,canonical_extract,3200,251,0,3451,0.004455,2612,t,""
2026-04-21 00:03:58.855082+00,claude-haiku,normalize_listings.py,canonical_extract,3194,250,0,3444,0.004444,2409,t,""
2026-04-21 00:04:02.313509+00,claude-haiku,normalize_listings.py,canonical_extract,3191,247,0,3438,0.004426,2427,t,""
2026-04-21 00:04:05.809719+00,claude-haiku,normalize_listings.py,canonical_extract,3195,243,0,3438,0.004410,2463,t,""
2026-04-21 00:04:11.43346+00,claude-haiku,normalize_listings.py,canonical_extract,3187,244,0,3431,0.004407,4592,t,""
2026-04-21 00:04:15.254288+00,claude-haiku,normalize_listings.py,canonical_extract,3198,242,0,3440,0.004408,2781,t,""
2026-04-21 00:04:18.988236+00,claude-haiku,normalize_listings.py,canonical_extract,3194,240,0,3434,0.004394,2695,t,""
2026-04-21 00:04:23.698514+00,claude-haiku,normalize_listings.py,canonical_extract,3193,247,0,3440,0.004428,3672,t,""
2026-04-21 00:04:27.495768+00,claude-haiku,normalize_listings.py,canonical_extract,3199,251,0,3450,0.004454,2767,t,""
2026-04-21 00:04:31.925617+00,claude-haiku,normalize_listings.py,canonical_extract,3191,246,0,3437,0.004421,3399,t,""
2026-04-21 00:04:35.547271+00,claude-haiku,normalize_listings.py,canonical_extract,3187,249,0,3436,0.004432,2595,t,""
2026-04-21 00:04:39.478372+00,claude-haiku,normalize_listings.py,canonical_extract,3185,237,0,3422,0.004370,2902,t,""
2026-04-21 00:04:43.033063+00,claude-haiku,normalize_listings.py,canonical_extract,3168,234,0,3402,0.004338,2524,t,""
2026-04-21 00:04:46.461739+00,claude-haiku,normalize_listings.py,canonical_extract,3175,253,0,3428,0.004440,2400,t,""
2026-04-21 00:04:49.801792+00,claude-haiku,normalize_listings.py,canonical_extract,3170,238,0,3408,0.004360,2311,t,""
2026-04-21 00:04:53.375615+00,claude-haiku,normalize_listings.py,canonical_extract,3178,245,0,3423,0.004403,2543,t,""
2026-04-21 00:04:56.870856+00,claude-haiku,normalize_listings.py,canonical_extract,3194,253,0,3447,0.004459,2467,t,""
2026-04-21 00:05:01.041703+00,claude-haiku,normalize_listings.py,canonical_extract,3203,246,0,3449,0.004433,3144,t,""
2026-04-21 00:05:04.533661+00,claude-haiku,normalize_listings.py,canonical_extract,3206,240,0,3446,0.004406,2458,t,""
2026-04-21 00:05:08.019502+00,claude-haiku,normalize_listings.py,canonical_extract,3137,236,0,3373,0.004317,2459,t,""
2026-04-21 00:05:12.314878+00,claude-haiku,normalize_listings.py,canonical_extract,3172,235,0,3407,0.004347,3264,t,""
2026-04-21 00:05:15.727002+00,claude-haiku,normalize_listings.py,canonical_extract,3143,237,0,3380,0.004328,2382,t,""
2026-04-21 00:05:19.189511+00,claude-haiku,normalize_listings.py,canonical_extract,3150,244,0,3394,0.004370,2427,t,""
2026-04-21 00:05:22.886707+00,claude-haiku,normalize_listings.py,canonical_extract,3157,244,0,3401,0.004377,2660,t,""
2026-04-21 00:05:26.511815+00,claude-haiku,normalize_listings.py,canonical_extract,3169,233,0,3402,0.004334,2589,t,""
2026-04-21 00:05:29.930249+00,claude-haiku,normalize_listings.py,canonical_extract,3162,236,0,3398,0.004342,2378,t,""
2026-04-21 00:05:34.309757+00,claude-haiku,normalize_listings.py,canonical_extract,3154,245,0,3399,0.004379,3353,t,""
2026-04-21 00:05:38.178627+00,claude-haiku,normalize_listings.py,canonical_extract,3203,246,0,3449,0.004433,2841,t,""
2026-04-21 00:05:41.913732+00,claude-haiku,normalize_listings.py,canonical_extract,3192,245,0,3437,0.004417,2707,t,""
2026-04-21 00:05:45.53923+00,claude-haiku,normalize_listings.py,canonical_extract,3196,242,0,3438,0.004406,2598,t,""
2026-04-21 00:05:52.209006+00,claude-haiku,normalize_listings.py,canonical_extract,3155,234,0,3389,0.004325,5642,t,""
2026-04-21 00:05:55.657923+00,claude-haiku,normalize_listings.py,canonical_extract,3158,248,0,3406,0.004398,2422,t,""
2026-04-21 00:05:59.857943+00,claude-haiku,normalize_listings.py,canonical_extract,3065,236,0,3301,0.004245,3174,t,""
2026-04-21 00:06:03.34538+00,claude-haiku,normalize_listings.py,canonical_extract,3014,235,0,3249,0.004189,2462,t,""
2026-04-21 00:06:07.063704+00,claude-haiku,normalize_listings.py,canonical_extract,3188,249,0,3437,0.004433,2691,t,""
2026-04-21 00:06:10.692816+00,claude-haiku,normalize_listings.py,canonical_extract,3148,237,0,3385,0.004333,2600,t,""
2026-04-21 00:06:14.162041+00,claude-haiku,normalize_listings.py,canonical_extract,3164,244,0,3408,0.004384,2443,t,""
2026-04-21 00:06:17.67675+00,claude-haiku,normalize_listings.py,canonical_extract,3195,245,0,3440,0.004420,2487,t,""
2026-04-21 00:06:21.832684+00,claude-haiku,normalize_listings.py,canonical_extract,3215,244,0,3459,0.004435,3132,t,""
2026-04-21 00:06:25.655064+00,claude-haiku,normalize_listings.py,canonical_extract,3177,250,0,3427,0.004427,2790,t,""
2026-04-21 00:06:29.291591+00,claude-haiku,normalize_listings.py,canonical_extract,3167,238,0,3405,0.004357,2596,t,""
2026-04-21 00:06:33.104016+00,claude-haiku,normalize_listings.py,canonical_extract,3176,246,0,3422,0.004406,2783,t,""
2026-04-21 00:06:36.690664+00,claude-haiku,normalize_listings.py,canonical_extract,3176,236,0,3412,0.004356,2552,t,""
2026-04-21 00:06:40.283035+00,claude-haiku,normalize_listings.py,canonical_extract,3072,235,0,3307,0.004247,2561,t,""
2026-04-21 00:06:44.033942+00,claude-haiku,normalize_listings.py,canonical_extract,3172,234,0,3406,0.004342,2718,t,""
2026-04-21 00:06:47.662307+00,claude-haiku,normalize_listings.py,canonical_extract,3193,254,0,3447,0.004463,2599,t,""
2026-04-21 00:06:51.232951+00,claude-haiku,normalize_listings.py,canonical_extract,3179,249,0,3428,0.004424,2531,t,""
2026-04-21 00:06:54.871784+00,claude-haiku,normalize_listings.py,canonical_extract,3193,245,0,3438,0.004418,2548,t,""
2026-04-21 00:06:58.374781+00,claude-haiku,normalize_listings.py,canonical_extract,3193,248,0,3441,0.004433,2471,t,""
2026-04-21 00:07:01.929032+00,claude-haiku,normalize_listings.py,canonical_extract,3204,247,0,3451,0.004439,2520,t,""
2026-04-21 00:07:05.497101+00,claude-haiku,normalize_listings.py,canonical_extract,3191,253,0,3444,0.004456,2534,t,""
2026-04-21 00:07:08.878796+00,claude-haiku,normalize_listings.py,canonical_extract,3071,237,0,3308,0.004256,2351,t,""
2026-04-21 00:07:12.285934+00,claude-haiku,normalize_listings.py,canonical_extract,3046,236,0,3282,0.004226,2374,t,""
2026-04-21 00:07:15.775554+00,claude-haiku,normalize_listings.py,canonical_extract,3175,245,0,3420,0.004400,2458,t,""
2026-04-21 00:07:19.173089+00,claude-haiku,normalize_listings.py,canonical_extract,3165,233,0,3398,0.004330,2356,t,""
2026-04-21 00:07:22.882846+00,claude-haiku,normalize_listings.py,canonical_extract,3170,248,0,3418,0.004410,2675,t,""
2026-04-21 00:07:27.131407+00,claude-haiku,normalize_listings.py,canonical_extract,3180,246,0,3426,0.004410,3221,t,""
2026-04-21 00:07:30.67103+00,claude-haiku,normalize_listings.py,canonical_extract,3180,247,0,3427,0.004415,2502,t,""
2026-04-21 00:07:33.996138+00,claude-haiku,normalize_listings.py,canonical_extract,3179,235,0,3414,0.004354,2299,t,""
2026-04-21 02:20:20.043921+00,claude-haiku,normalize_listings.py,canonical_extract,4815,517,0,5332,0.007400,5493,t,""
2026-04-21 02:20:25.333671+00,claude-haiku,normalize_listings.py,canonical_extract,3942,307,0,4249,0.005477,4196,t,""
2026-04-21 02:20:32.158819+00,claude-haiku,normalize_listings.py,canonical_extract,4798,507,0,5305,0.007333,5745,t,""
2026-04-21 02:20:39.249435+00,claude-haiku,normalize_listings.py,canonical_extract,4624,515,0,5139,0.007199,5999,t,""
2026-04-21 02:20:46.030688+00,claude-haiku,normalize_listings.py,canonical_extract,4667,512,0,5179,0.007227,5695,t,""
2026-04-21 02:20:52.959533+00,claude-haiku,normalize_listings.py,canonical_extract,4844,529,0,5373,0.007489,5849,t,""
2026-04-21 02:20:59.642301+00,claude-haiku,normalize_listings.py,canonical_extract,4729,506,0,5235,0.007259,5599,t,""
2026-04-21 02:21:06.425028+00,claude-haiku,normalize_listings.py,canonical_extract,4818,515,0,5333,0.007393,5696,t,""
2026-04-21 02:21:13.208684+00,claude-haiku,normalize_listings.py,canonical_extract,4763,519,0,5282,0.007358,5696,t,""
